"name"	"gender"	"age"	"competition"	"stage_name"	"stage_num"	"date"	"order_stage"	"order_day"	"order_session"	"local_time"	"got_through"
"Chang Xing"	"F"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	3	3	3	10:20:00 AM	0
"Kim Seolhwa"	"F"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	4	4	4	11:15:00 AM	0
"Saienko Danylo"	"M"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	5	5	5	11:40:00 AM	0
"Saiki Marina"	"F"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	6	6	6	12:05:00 PM	0
"Tsujimoto Rikako"	"F"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	7	7	1	03:00:00 PM	0
"Bevilacqua Domenico"	"M"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	8	8	2	03:25:00 PM	0
"Buggiani Pierpaolo"	"M"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	9	9	3	03:50:00 PM	1
"Buyo Honoka"	"F"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	10	10	4	04:45:00 PM	0
"Candotti Michelle"	"F"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	11	11	5	05:10:00 PM	1
"Chen Junhui"	"M"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	12	12	6	05:35:00 PM	1
"Kałduński Adam"	"M"		"Premio Amadeus 2023"	"Final"	3	03/25/23	1	1	1	08:00:00 PM	1
"Buggiani Pierpaolo"	"M"		"Premio Amadeus 2023"	"Final"	3	03/25/23	2	2	2	08:40:00 PM	0
"Candotti Michelle"	"F"		"Premio Amadeus 2023"	"Final"	3	03/25/23	3	3	3	09:30:00 PM	1
"Chen Junhui"	"M"		"Premio Amadeus 2023"	"Final"	3	03/25/23	4	4	4	10:10:00 PM	1
"Linnik Denis"	"M"	27	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	1	1	1	10:30:00 AM	0
"Chen Xuehong"	"M"	23	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	2	2	2	10:55:00 AM	0
"Kaya Shota"	"M"	22	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	3	3	3	11:20:00 AM	1
"Guarrera Giuseppe"	"M"	31	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	4	4	4	12:00:00 PM	1
"Lee Hyo"	"M"	16	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	5	5	5	12:25:00 PM	0
"Balogh Ádám"	"M"	25	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	6	6	1	06:00:00 PM	1
"Mascetti Danilo"	"M"	30	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	7	7	2	06:25:00 PM	0
"Johnson Carter"	"M"	26	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	8	8	3	06:50:00 PM	1
"Cho Jun Hwi"	"M"	27	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	9	9	4	07:20:00 PM	0
"Lopatynskyi Roman"	"M"	29	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/13/23	10	10	5	07:45:00 PM	0
"Goranko Joanna"	"F"	21	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	11	1	1	10:30:00 AM	0
"Bakradze Ana"	"F"	23	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	12	2	2	10:55:00 AM	0
"Park Kyoungsun"	"M"	30	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	13	3	3	11:20:00 AM	1
"Shi Wenting"	"F"	30	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	14	4	4	12:00:00 PM	1
"Bobylova Anfisa"	"F"	31	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	15	5	5	12:25:00 PM	1
"Bilicka Elzbieta"	"F"	31	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	16	6	1	06:00:00 PM	0
"Cassiers Anaïs"	"F"	24	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	17	7	2	06:25:00 PM	0
"Korchagin Stanislav"	"M"	29	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	18	8	3	06:50:00 PM	1
"Kwon Kisuk"	"M"	31	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	19	9	4	07:20:00 PM	1
"Yang Yuanfan"	"M"	26	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/14/23	20	10	5	07:45:00 PM	1
"Lin Hao Wei"	"M"	18	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/15/23	21	1	1	10:30:00 AM	1
"Fediurko Roman"	"M"	18	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/15/23	22	2	2	10:55:00 AM	1
"Hirama Kyoshiro"	"M"	24	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/15/23	23	3	3	11:20:00 AM	0
"López Salas Pedro"	"M"	25	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/15/23	24	4	4	12:00:00 PM	0
"Aladashvili David"	"M"	32	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/15/23	25	5	5	12:25:00 PM	0
"Qiao Yuli"	"F"	23	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/15/23	26	6	1	03:00:00 PM	0
"Saienko Danylo"	"M"	32	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/15/23	27	7	2	03:25:00 PM	1
"Trevelyan Julian"	"M"	24	"Horowitz Competition Kyiv-Geneva 2023"	"First round"	1	04/15/23	28	8	3	03:50:00 PM	1
"Kaya Shota"	"M"	22	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/16/23	1	1	1	10:30:00 AM	0
"Guarrera Giuseppe"	"M"	31	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/16/23	2	2	2	11:10:00 AM	1
"Balogh Ádám"	"M"	25	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/16/23	3	3	3	12:10:00 PM	1
"Park Kyoungsun"	"M"	30	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/16/23	4	4	4	12:50:00 PM	1
"Shi Wenting"	"F"	30	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/16/23	5	5	1	04:00:00 PM	0
"Bobylova Anfisa"	"F"	31	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/16/23	6	6	2	04:40:00 PM	1
"Korchagin Stanislav"	"M"	29	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/16/23	7	7	3	05:40:00 PM	1
"Kwon Kisuk"	"M"	31	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/16/23	8	8	4	06:20:00 PM	0
"Johnson Carter"	"M"	26	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/17/23	9	1	1	10:30:00 AM	0
"Yang Yuanfan"	"M"	26	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/17/23	10	2	2	11:10:00 AM	1
"Lin Hao Wei"	"M"	18	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/17/23	11	3	3	12:10:00 PM	1
"Fediurko Roman"	"M"	18	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/17/23	12	4	4	12:50:00 PM	1
"López Salas Pedro"	"M"	25	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/17/23	13	5	1	04:00:00 PM	0
"Saienko Danylo"	"M"	32	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/17/23	14	6	2	04:40:00 PM	0
"Trevelyan Julian"	"M"	24	"Horowitz Competition Kyiv-Geneva 2023"	"Second round"	2	04/17/23	15	7	3	05:20:00 PM	1
"Guarrera Giuseppe"	"M"	31	"Horowitz Competition Kyiv-Geneva 2023"	"Third round"	3	04/18/23	1	1	1	10:30:00 AM	0
"Balogh Ádám"	"M"	25	"Horowitz Competition Kyiv-Geneva 2023"	"Third round"	3	04/18/23	2	2	2	11:40:00 AM	0
"Park Kyoungsun"	"M"	30	"Horowitz Competition Kyiv-Geneva 2023"	"Third round"	3	04/18/23	3	3	1	04:00:00 PM	1
"Bobylova Anfisa"	"F"	31	"Horowitz Competition Kyiv-Geneva 2023"	"Third round"	3	04/18/23	4	4	2	05:10:00 PM	0
"Korchagin Stanislav"	"M"	29	"Horowitz Competition Kyiv-Geneva 2023"	"Third round"	3	04/18/23	5	5	3	06:20:00 PM	0
"Yang Yuanfan"	"M"	26	"Horowitz Competition Kyiv-Geneva 2023"	"Third round"	3	04/19/23	6	1	1	10:30:00 AM	0
"Lin Hao Wei"	"M"	18	"Horowitz Competition Kyiv-Geneva 2023"	"Third round"	3	04/19/23	7	2	2	11:40:00 AM	0
"Fediurko Roman"	"M"	18	"Horowitz Competition Kyiv-Geneva 2023"	"Third round"	3	04/19/23	8	3	1	04:00:00 PM	1
"Trevelyan Julian"	"M"	24	"Horowitz Competition Kyiv-Geneva 2023"	"Third round"	3	04/19/23	9	4	2	05:10:00 PM	1
"Trevelyan Julian"	"M"	24	"Horowitz Competition Kyiv-Geneva 2023"	"Final"	4	04/21/23	1	1	1	07:00:00 PM	1
"Fediurko Roman"	"M"	18	"Horowitz Competition Kyiv-Geneva 2023"	"Final"	4	04/21/23	2	2	2		1
"Park Kyoungsun"	"M"	30	"Horowitz Competition Kyiv-Geneva 2023"	"Final"	4	04/21/23	3	3	3		1
